node_id,eye_green,hard_barrier,soft_buffer,shelter,rest,building,sky,sidewalk,road,vehicle,person,canopy_green,affordance
n00081,0.0,0.00017520216065277644,0.0,0.0018030344147189437,0.0,0.40395487115039397,0.0788939922199289,0.019335341460494492,0.43648396094163183,0.016947163660644547,0.0019392150746974698,0.03125301131794521,0.0018030344147189437
n00082,0.0033350525984452836,0.005254648335721008,0.0,0.012225003104812664,0.00887665993070939,0.4348934585038127,0.022722231779045365,0.033512861931950626,0.38410736504664283,0.023102890922475,0.0020920111874738025,0.061904559809394605,0.021101663035522054
n00083,0.004499334446408774,0.013356368875237534,0.0009786553489393726,0.0,0.0,0.4459897055929268,0.04042588313989356,0.033144343298924205,0.3618544704057509,0.051706832454638564,0.0026494883568792924,0.035756449350809155,0.0009786553489393726
n00084,2.7480969601881526e-05,0.012604709074002754,0.0,0.004233254256422557,0.0,0.42472130518900464,0.06915231569376891,0.024794013791756993,0.4009639061797065,0.03968215135935222,0.0002666645965186317,0.012370704322694432,0.004233254256422557
n00085,0.00018713468858625823,0.0,0.0,0.0008465645695735665,0.0,0.40875977630588817,0.08519559360840155,0.020190795108831705,0.41951722006797876,0.041161550900173184,0.0009311266682362428,0.0014245290377491498,0.0008465645695735665
n00086,0.0,0.0,0.0,0.001538788561754978,2.6251282303100045e-05,0.473182977653502,0.04071541639085413,0.015645810228178757,0.4059057632653071,0.047412630390444875,0.004473088483385486,0.006728198266207447,0.001565039844058078
n00087,0.001331796349513493,0.005698965665734905,0.0,0.0006338374350416161,0.0,0.428250876178723,0.039853439586762705,0.009391798585113928,0.40217627339974465,0.04858601567275536,0.0027313848917084114,0.060711454531289864,0.0006338374350416161
n00088,0.00014003522139703674,0.035583598852092134,0.0,0.00017389480906365414,0.0,0.44684807068731275,0.05536405357191335,0.023434098242400732,0.40306946029263385,0.008526048942963377,0.0008980930662450947,0.0226624733543353,0.00017389480906365414
n00089,0.00022983326637708432,0.0,0.0,0.0013015826307918783,0.0,0.45043282910349197,0.05633188301719174,0.037986822212684325,0.3982265187414319,0.026638149174004967,0.0033051967462603958,0.01536445089352334,0.0013015826307918783
n00090,1.725081840773122e-05,0.008724760311342988,0.0,0.001060332079782267,0.0,0.45518933037741155,0.03220725976811303,0.028650315238058856,0.3651750489714171,0.07398426894950592,0.0020800175902544577,0.027779938589449157,0.001060332079782267
n00091,0.0,9.102880530914223e-06,0.0,0.005365421088559441,5.593202847192639e-05,0.40154223671408346,0.04095677852087772,0.00780118973764283,0.3260516375912501,0.17118424461549783,0.0005911949651679938,0.04227703426775108,0.005421353117031367
n00092,0.0007925109679173203,0.0011357733621958357,0.0,0.0,0.0,0.43464739954225634,0.04105009776146392,0.025771811902208345,0.353175200687824,0.07990792473456314,0.0036945948683279038,0.04713618898410162,0.0
