file,ground_share,tunnel_share,off_street,reason,node_id
london_wall/west_to_east/074_n00981_E_L.jpg,0.544699,0.0,False,,n00981
london_wall/west_to_east/074_n00981_E_R.jpg,0.757023,0.0,False,,n00981
london_wall/west_to_east/075_n00976_E_L.jpg,0.48149800000000004,0.0,False,,n00976
london_wall/west_to_east/075_n00976_E_R.jpg,0.794875,0.0,False,,n00976
london_wall_place/north_to_south/001_n01052_S_F.jpg,0.21380600000000002,0.0,False,,n01052
london_wall_place/north_to_south/002_n01051_S_L.jpg,0.6166339999999999,0.010768,False,,n01051
london_wall_place/north_to_south/002_n01051_S_R.jpg,0.806026,0.0,False,,n01051
london_wall_place/south_to_north/001_n01051_N_L.jpg,0.801083,0.0,False,,n01051
london_wall_place/south_to_north/001_n01051_N_R.jpg,0.752397,0.0,False,,n01051
london_wall_place/south_to_north/002_n01052_N_F.jpg,0.389185,0.0,False,,n01052
lothbury/east_to_west/001_n01053_W_F.jpg,0.620822,0.0,False,,n01053
lothbury/east_to_west/002_n01054_W_L.jpg,0.6762779999999999,0.0,False,,n01054
lothbury/east_to_west/002_n01054_W_R.jpg,0.781504,0.0,False,,n01054
lothbury/east_to_west/003_n01055_W_L.jpg,0.5865630000000001,0.0,False,,n01055
lothbury/east_to_west/003_n01055_W_R.jpg,0.623345,0.0,False,,n01055
lothbury/east_to_west/004_n01056_W_L.jpg,0.6936800000000001,0.0,False,,n01056
lothbury/east_to_west/004_n01056_W_R.jpg,0.328064,0.0,False,,n01056
lothbury/east_to_west/005_n01057_W_L.jpg,0.291964,0.0,False,,n01057
lothbury/east_to_west/005_n01057_W_R.jpg,0.490999,0.0,False,,n01057
lothbury/east_to_west/006_n01058_W_L.jpg,0.669774,0.0,False,,n01058
lothbury/east_to_west/006_n01058_W_R.jpg,0.56326,0.0,False,,n01058
lothbury/east_to_west/007_n01059_W_L.jpg,0.532941,0.0,False,,n01059
lothbury/east_to_west/007_n01059_W_R.jpg,0.689972,0.0,False,,n01059
lothbury/east_to_west/008_n01060_W_L.jpg,0.602379,0.0,False,,n01060
lothbury/east_to_west/008_n01060_W_R.jpg,0.715337,0.0,False,,n01060
lothbury/east_to_west/009_n01061_W_L.jpg,0.685443,0.0,False,,n01061
lothbury/east_to_west/009_n01061_W_R.jpg,0.678264,0.0,False,,n01061
lothbury/east_to_west/010_n01062_W_F.jpg,0.674006,0.0,False,,n01062
lothbury/east_to_west/011_n01063_W_L.jpg,0.7825550000000001,0.0,False,,n01063
lothbury/east_to_west/011_n01063_W_R.jpg,0.6505029999999999,0.0,False,,n01063
lothbury/east_to_west/012_n01064_W_L.jpg,0.6703720000000001,0.0,False,,n01064
lothbury/east_to_west/012_n01064_W_R.jpg,0.821239,0.0,False,,n01064
lothbury/east_to_west/013_n01065_W_L.jpg,0.783927,0.0,False,,n01065
lothbury/east_to_west/013_n01065_W_R.jpg,0.815036,0.0,False,,n01065
lothbury/west_to_east/001_n01058_E_L.jpg,0.6670559999999999,0.0,False,,n01058
lothbury/west_to_east/001_n01058_E_R.jpg,0.7336280000000001,0.0,False,,n01058
lothbury/west_to_east/002_n01065_E_L.jpg,0.7503200000000001,0.0,False,,n01065
lothbury/west_to_east/002_n01065_E_R.jpg,0.7904789999999999,0.0,False,,n01065
